


Sentence : Comment Crew: Indictors of Compromise
628e4933864d3f712670658a93d11113
62ccc75782d657850b85456ab48f2277
633d92d13c2e8330cb4a3bc5130ab84f
640a64136516298ca80490d75a365695
640fbb5f8938ea45204de6496240f82a
6414217bafb6f4c058773b0134e56e99
64b865afdc34091a9c02700adeea5853
655d1322795ed9532390ccf2e8f726f8
659300af2f7c9e76f55464b21784a7f6
659fb07c70034571de7a1b4b5ac86b01
66060b82f299c14e18b65d21d277a49e
668731574fa9ad7567fb4854805a3fb2
66e4538702381035dc62247080d4593f
6757128a636e2c509861d4f75ff128f1
67a8b964857fe499b62442308a767e94
6827e494a230a1483e19c205c532df17
685e10f1393eaee470224b7fe1359202
688ba2b3739ad54dee4139a727e457cc
6981364b6f1142363c151b11da66cc98
6993ed604acd3e17a7bafcfdc2b27898
6a0280f169d233a0bdc81ee6a70ef817
6b8585ffbdf90c9b120ac1a79fa4dc51
6bc6bacbbbacf369fea145d9044bd863
6c5b2712a66db42b960aef5b87590033
6e67fc27a49769f5218824d405d8fce5
6f1c70d77e2571fe8a402aa1a8b7e8cd
6fd6aa2a4038903ed6d8e5771689f7c1
700941e4fa44941b18844c9bfb3474dc
70320b5c719c70c860a55cec7ef173e8
709d6eff31854fad212f83a91a900920
70fef3c8073e97980b60b4ad8388ab5d
716978305d76e1e458c480d80f24caca
718179479dd9bd93beae66665e452c87
718fcf2a80348110f519a000854e9e0e
71de04a952f8c09243c15a7fa5371073
71fd3ea6c3e7e2f1eba9d7e911b1cffe
7228ac8f341f6ecaff45c8163f421f14
76000c77ea9a214f5b2ae8cc387809db
7715864443576c824cdc9f39ffacd9dc
7b81fa4334cf0e520269f5484fef9fca
7bcdd0e5996e849d1068fcffdec81371
7bee4b7d948433a58b18d2189d480a29
7cd15bb31ff889e81f370d0535e02493
7d00ea1262125b2b0469dd639b810823
7d101cc3b87ac51c0c1ca8a4371bc84a
7d21e2b1b293f4176ba1d8abc2460328
7e75928b5ce3dd41c9b9b1e67cff16d6
7f7cc1a8d7a6bbe6a52c94bb7f41f727
7f90942ace185ca1ba5610f6eddf3376
8027234685f88f3b74c45b245c841843
802a3965e42e75cc3dcd5f5523929859
80ba5a336a4044c1406774d56e130e7e
80c58de2dbd1571228b538c9556cd29d
824bee27f10d5c81879657c8a2af9f0c
82c598abdf848c6fef03c63f5cf7feaf
Security Response February 22, 2013 Copyright © 2013 Symantec Page 9
Output : 
{
    "nodes": [
        {"id": 1, "description": "Comment Crew", "type" : "ACTO"},
        {"id": 2, "description": "628e4933864d3f712670658a93d11113", "type" : "IOCS"},
        {"id": 3, "description": "62ccc75782d657850b85456ab48f2277", "type" : "IOCS"},
        {"id": 4, "description": "633d92d13c2e8330cb4a3bc5130ab84f", "type" : "IOCS"},
        {"id": 5, "description": "640a64136516298ca80490d75a365695", "type" : "IOCS"},
        {"id": 6, "description": "640fbb5f8938ea45204de6496240f82a", "type" : "IOCS"},
        {"id": 7, "description": "6414217bafb6f4c058773b0134e56e99", "type" : "IOCS"},
        {"id": 8, "description": "64b865afdc34091a9c02700adeea5853", "type" : "IOCS"},
        {"id": 9, "description": "655d1322795ed9532390ccf2e8f726f8", "type" : "IOCS"},
        {"id": 10, "description": "659300af2f7c9e76f55464b21784a7f6", "type" : "IOCS"},
        {"id": 11, "description": "659fb07c70034571de7a1b4b5ac86b01", "type" : "IOCS"},
        {"id": 12, "description": "66060b82f299c14e18b65d21d277a49e", "type" : "IOCS"},
        {"id": 13, "description": "668731574fa9ad7567fb4854805a3fb2", "type" : "IOCS"},
        {"id": 14, "description": "66e4538702381035dc62247080d4593f", "type" : "IOCS"},
        {"id": 15, "description": "6757128a636e2c509861d4f75ff128f1", "type" : "IOCS"},
        {"id": 16, "description": "67a8b964857fe499b62442308a767e94", "type" : "IOCS"},
        {"id": 17, "description": "6827e494a230a1483e19c205c532df17", "type" : "IOCS"},
        {"id": 18, "description": "685e10f1393eaee470224b7fe1359202", "type" : "IOCS"},
        {"id": 19, "description": "688ba2b3739ad54dee4139a727e457cc", "type" : "IOCS"},
        {"id": 20, "description": "6981364b6f1142363c151b11da66cc98", "type" : "IOCS"},
        {"id": 21, "description": "6993ed604acd3e17a7bafcfdc2b27898", "type" : "IOCS"},
        {"id": 22, "description": "6a0280f169d233a0bdc81ee6a70ef817", "type" : "IOCS"},
        {"id": 23, "description": "6b8585ffbdf90c9b120ac1a79fa4dc51", "type" : "IOCS"},
        {"id": 24, "description": "6bc6bacbbbacf369fea145d9044bd863", "type" : "IOCS"},
        {"id": 25, "description": "6c5b2712a66db42b960aef5b87590033", "type" : "IOCS"},
        {"id": 26, "description": "6e67fc27a49769f5218824d405d8fce5", "type" : "IOCS"},
        {"id": 27, "description": "6f1c70d77e2571fe8a402aa1a8b7e8cd", "type" : "IOCS"},
        {"id": 28, "description": "6fd6aa2a4038903ed6d8e5771689f7c1", "type" : "IOCS"},
        {"id": 29, "description": "700941e4fa44941b18844c9bfb3474dc", "type" : "IOCS"},
